user_name,user_location,user_description,user_followers,user_friends,user_favourites,user_verified,text,hashtags,source,is_retweet,date_only
Q,United Kingdom,"Saitama/SaitaRealty Holder.
MaziMatic NFT Holder, Referral Code: maziarmyLeSRBRb9uj",3378,4710,59714,False,"#Saitama #SaitamaWolfPack #SaitaPro
#Crypto #CryptoCurrency #SaitaWolves #ETH #Bitcoin #PaperVillage
#SaitamaToken
#BESUMMIT #SaitaRealty #SAITAMACOMMUNITY #SaitamaLLC #MetaVerse #WeAreSaitama

#UseSaitaPro #NFT #NFTs #NFTCommunity #SaitaCard

ðŸ’œðŸºðŸ’œWOLFðŸºPACKðŸ’œðŸºðŸ’œ https://t.co/fMN0flRmDK","['Saitama', 'SaitamaWolfPack', 'SaitaPro', 'Crypto', 'CryptoCurrency', 'SaitaWolves', 'ETH', 'Bitcoin', 'PaperVillage', 'SaitamaToken', 'BESUMMIT', 'SaitaRealty', 'SAITAMACOMMUNITY', 'SaitamaLLC', 'MetaVerse', 'WeAreSaitama', 'UseSaitaPro', 'NFT', 'NFTs', 'NFTCommunity', 'SaitaCard']",Twitter for Android,False,2024-11-09
BNB Price Tracker,,#BNB #BNBTracker #BinanceCoin #Binance,492,5,0,False,"#BinanceCoin price update: $BNB

#BNB $302.81 USD

#Bitcoin 0.0128 BTC

#Ethereum 0.18189 ETH

#altcoin #crypto #cryptocurrency

Follow for recent BNB price updates","['BinanceCoin', 'BNB', 'Bitcoin', 'Ethereum', 'altcoin', 'crypto', 'cryptocurrency']",Twitter Web App,False,2024-01-04
Ethereum Yoda,,"UP or DOWN...
.
.
.
.
Price matters NOT.",576,1,0,False,"#Ethereum price update: 

#ETH $1664.76 USD
#Bitcoin 0.07037484977136502 #BTC

Follow for recent ETH price updates
#altcoin, #cryptocurrency, #crypto","['Ethereum', 'ETH', 'Bitcoin', 'BTC', 'altcoin', 'cryptocurrency', 'crypto']",Twitter Web App,False,2024-12-25
jihadoScope,,Monitoring jihadist activity across the web and social media. Tweets in English and French. Open DM.,10594,292,452,False,"""Be the owner of an arrow for Jihad during the month of victories."" Al Qaeda linked group solicits #Bitcoin  donations for weapons and armed jihad with emphasis on the upcoming month of Ramadan. #Terrorism","['Bitcoin', 'Terrorism']",Twitter Web App,False,2024-10-16
Satoshigallery,"London, England",Bitcoin culture and art since 2012 ðŸŠðŸ’ŠðŸŽ¨,4733,403,11003,False,"Peace and love from the country of freedom!

El Salvador ðŸ‡¸ðŸ‡» is promoting a peaceful revolution. President @nayibbukele embraces all the values we believe in: dios, union, libertad, #bitcoin.

Is incredible what a good President can achieve in such a short period of time

ðŸ‡¸ðŸ‡»ðŸ«¶ðŸ»ðŸŒ‹ðŸ§¢ https://t.co/81i6Sh6sgu",['bitcoin'],Twitter for iPhone,False,2024-02-01
Sadtoshi ðŸ•³ï¸ðŸ‡,Interwebz ,$Btc They Donâ€™t See It Coming ðŸ‘€ #Bitcoin #Hodl â‰  not financial advice,135,624,896,False,mit kids r dumb #bullish #bitcoin https://t.co/WXaDS5BMfD,"['bullish', 'bitcoin']",Twitter for iPhone,False,2024-03-13
Crypto Themis ðŸ‘¸ðŸ¼,DiffaZA ê¹€ ìƒ ë…¸ELF,Lily Subandi,0,0,0,False,#BITCOIN #BTC impulse bar 22529.32 - 22582.54$BTC Bar close 22574.58#Crypto short term volatility detection,"['BITCOIN', 'BTC']",Twitter Web App,False,2024-01-31
John M. Drew,"Naples, FL",#Bitcoin HODLerâ™¦Naples Bitcoin + Blockchain Group  â™¦ #Ð±Ð¸Ñ‚ÐºÐ¾Ð¸Ð½ Ð´Ð»Ñ Ð²ÑÐµÑ…!â™¦ Southwest Florida #BTC community organizer â™¦ #áƒ‘áƒ˜áƒ¢áƒ™áƒáƒ˜áƒœáƒ˜áƒ¡ áƒ›áƒáƒ˜áƒœáƒ˜áƒœáƒ’áƒ˜ âš¡ Doer ðŸŽ¯,206,349,4604,False,#Bitcoin Day Naples 2024! Come see what a number 1 city feels like when surrounded by a bunch of bitcoiners! https://t.co/3BNyXO9Z0c,['Bitcoin'],Twitter for Android,False,2024-03-02
Maosashi Nekomoto,Atlantica  ,we do it for fun only,557,1026,926,False,Breaking: #Bitcoin is pumping again. Is it going to break 25k level?,['Bitcoin'],Twitter for Android,False,2024-02-06
Meta_DHack,United States,Professional Recovery Services | â€¢Crypto | â€¢iCloud ID â€¢Instagram | Snapchat | DM 247,384,381,1230,False,"Yâ€™all Message me for any account recovery or hacking #CYBER #security #Coinbase #Bitcoin
#BNB","['CYBER', 'security', 'Coinbase', 'Bitcoin', 'BNB']",Twitter for iPhone,False,2024-10-10
Wiseguy Futures,"Chicago, IL",Market Mayhem & Mafia Picnics,7,151,20,False,"Join Wiseguy Futures Trading Guild - weird: https://t.co/ImvWp88RLf

@WiseguyFutures
#trading #crudeoil #oiltrading #oilprices #oilprice #oilgas #energies  #chicagotrading #investing #futures #forex #bitcoin #crypto #futurestrading #wiseguyfutures #commodities #commoditytrading https://t.co/pudGG5kU0F","['trading', 'crudeoil', 'oiltrading', 'oilprices', 'oilprice', 'oilgas', 'energies', 'chicagotrading', 'investing', 'futures', 'forex', 'bitcoin', 'crypto', 'futurestrading', 'wiseguyfutures', 'commodities', 'commoditytrading']",Twitter for Android,False,2024-10-25
Meta_DHack,United States,Professional Recovery Services | â€¢Crypto | â€¢iCloud ID â€¢Instagram | Snapchat | DM 247,384,381,1230,False,Yâ€™all Message me for any account recovery or  account hack  #CYBER #security #Coinbase #Bitcoin #BNB #facebook #snapchat #instagram,"['CYBER', 'security', 'Coinbase', 'Bitcoin', 'BNB', 'facebook', 'snapchat', 'instagram']",Twitter for iPhone,False,2024-04-27
Bailey Jakob âš¡ï¸,,Bitcoin Oprah // Founder of @MrSatoshiStore & @BitByteDotNews,723,462,1805,False,"The power of #Bitcoin Lightning:

âš¡ï¸Super fast
âš¡ï¸Low fees
âš¡ï¸Scalable
âš¡ï¸Secure",['Bitcoin'],Twitter for iPhone,False,2024-02-21
CryptoClick,"New York, NY",Curated Crypto News - One click away!,11699,6611,2,False,ðŸ”¥ Bump and longâ“ Check the post https://t.co/BZAMPdXeyU #bitcoin @tradingview #crypto $btc #btc,"['bitcoin', 'crypto', 'btc']",Make (formerly Integromat),False,2024-08-05
ice,him/him cus im him,"more personal account

other account: @soulkingice",286,228,1579,False,"@lolnotpoor @Loetto_r ratio
#NFT #Bitcoinâ€¯â€¯â€¯â€¯â€¯â€¯â€¯â€¯â€¯â€¯
oh what was that??? sorry i can't hear you, because my metamask trust wallet got lost, the nfts of mine was stolen,  i need a sugar daddy as well and i forgot to say my coinbase account got hacked, note that any assistance is g","['NFT', 'Bitcoin']",Twitter Web App,False,2024-07-14
ðŸ”´ChicagoWiseGuy,Chicago USA,Market Mayhem & Mafia Picnics,45,499,601,False,"Join Wiseguy Futures Trading Guild - weird: https://t.co/fSDEZuXL48

@WiseguyFutures
#trading #crudeoil #oiltrading #oilprices #oilprice #oilgas #energies  #chicagotrading #investing #futures #forex #bitcoin #crypto #futurestrading #wiseguyfutures #commodities #commoditytrading https://t.co/dQuFPAgKqV","['trading', 'crudeoil', 'oiltrading', 'oilprices', 'oilprice', 'oilgas', 'energies', 'chicagotrading', 'investing', 'futures', 'forex', 'bitcoin', 'crypto', 'futurestrading', 'wiseguyfutures', 'commodities', 'commoditytrading']",Twitter for Android,False,2024-05-30
Gflings.eth,Ä°stanbul,you already know me #nft,1066,80,5,False,Flight Time #fly #NFT #NFTCommunity #nftart #Bitcoin,"['fly', 'NFT', 'NFTCommunity', 'nftart', 'Bitcoin']",Twitter Web App,False,2024-09-01
CryptoverseEu,"New York, USA","NFT
 https://t.co/F2XXXLdMN6
Instagram https://t.co/El69dsPd8u",215,1033,1,False,"#Bitcoin #Cryptonews #Ethereum #BTC
Binance Tests AI-Infused NFT Platform Bicasso in Limited 10K Mint Run  
https://t.co/d7ylnlUWqI","['Bitcoin', 'Cryptonews', 'Ethereum', 'BTC']",SMAP Lite,False,2024-02-25
Moony Baggins,,#Bitcoin - only | Nostr,519,427,21698,False,"Global liquidity. After a couple red candles, weâ€™re due for another run if history rhymes. #bitcoin https://t.co/kBpN1EUAb9",['bitcoin'],Twitter for iPhone,False,2024-02-09
BNB Price Tracker,,#BNB #BNBTracker #BinanceCoin #Binance,492,5,0,False,"#BinanceCoin price update: $BNB

#BNB $302.7 USD

#Bitcoin 0.0128 BTC

#Ethereum 0.182 ETH

#altcoin #crypto #cryptocurrency

Follow for recent BNB price updates","['BinanceCoin', 'BNB', 'Bitcoin', 'Ethereum', 'altcoin', 'crypto', 'cryptocurrency']",Twitter Web App,False,2024-04-24
Ethereum Yoda,,"UP or DOWN...
.
.
.
.
Price matters NOT.",576,1,0,False,"#Ethereum price update: 

#ETH $1663.23 USD
#Bitcoin 0.07033068611353431 #BTC

Follow for recent ETH price updates
#altcoin, #cryptocurrency, #crypto","['Ethereum', 'ETH', 'Bitcoin', 'BTC', 'altcoin', 'cryptocurrency', 'crypto']",Twitter Web App,False,2024-05-20
Slunj,NOT FINANCIAL ADVICE,"Investor, #bitcoin optimist, wannabe #psytrance DJ.",1220,1602,1373,False,"#Bitcoin and #Ethereum are about to break their 2 year downtrends and you're bearish?

You won't know FOMO until you see what happens next.

Pay attention.","['Bitcoin', 'Ethereum']",Twitter Web App,False,2024-12-10
offthebooks.crypto,"Bay Area, CA",@BleacherReport @CBSSports @ESPN @FanSided @numberFire @YahooSports /// @YardbarkerðŸ”¥ #Bitcoin crypto sports and my random thoughts,1776,1543,78748,False,Binance Tests AI-Infused NFT Platform Bicasso in Limited 10K Mint Run #BitcoinCom #bitcoin #crypto https://t.co/a2s04BkGof,"['BitcoinCom', 'bitcoin', 'crypto']",Flux Capacitor 1.21 Gigawatts!?!,False,2024-05-01
Trackify | #1 BTC Price Action Bot,Monitoring BTCUSDT...,ðŸ“ˆ| #1 BTC Price Action Bot ðŸ•’| Notifies every 5 minutes,119,1,206,False,"Bitcoin has increased 0.24% in the past 5 minutes!
Started at $23597.49
Ended at $23653.7

#BTC #crypto #bitcoin #cryptocurrency #ethereum #blockchain #eth #currency #xrp #trading #price #exchange #twitter #ltc #binance #finance","['BTC', 'crypto', 'bitcoin', 'cryptocurrency', 'ethereum', 'blockchain', 'eth', 'currency', 'xrp', 'trading', 'price', 'exchange', 'twitter', 'ltc', 'binance', 'finance']",bitcoinpricetracker,False,2024-08-27
K A L E O,Worldwide,"""ÎºÎ±Î»Î­Ï‰: to call"" | #Bitcoin | Crypto | Options | Engineer | Do Your Own Research | Not Financial Advice | This is My Journal. ( Co-Founder - @LedgArt_io )",565075,1032,57742,False,"#Bitcoin / $BTC

Finally looks like the chart is preparing to continue the send. https://t.co/cfiTProwCt",['Bitcoin'],Twitter Web App,False,2024-12-27
Bitcoin Price Ticker,,Tweets the current price of #bitcoin every 5 minutes,122,9,9,False,"1â‚¿ = $23639 2.32%ðŸ“ˆ

Details:
Change: ðŸ“ˆ535.19$
24H Low = $23079ðŸ”»
24H High = $23884ðŸ’¹

#bitcoin #btc","['bitcoin', 'btc']",BitcoinLivePriceTicker,False,2024-05-02
B Didi Taihuttu BALLIN ðŸ’¥,Born to free,"The #Bitcoin B Family, in BTC since 2013 All-in $BTC Nomad since 2016! HODL, DCA & TRADING. ZOOM OUT!! FLEXIBILITY IS THE NEW STABILITY",10515,0,0,False,Bam ðŸ’¥ This #bitcoinÂ  sign at the #Amsterdam #NoVaccinePassport protest says it all ðŸš€ðŸ’¥ðŸš€ https://t.co/25V2sA78Sg,"['bitcoin', 'Amsterdam', 'NoVaccinePassport']",Twitter for iPhone,False,2024-06-13
crypto_class,,Crypto news,25,150,386,False,"What do you like to use #BITCOIN OR #CBDC
?
And why ?","['BITCOIN', 'CBDC']",Twitter for Android,False,2024-11-02
Fred Wick,U.S,"Be great today! $ETH / $BTC / $LTC ReplyGuy | This video brings a tear to my eye, every-time: https://t.co/6WTutBL6j8",656,851,32749,False,"Here comes #bitcoin slow grinding back up, fishing for FoMo longs. Ponzi gonna Ponzi.",['bitcoin'],Twitter for iPhone,False,2024-03-01
CAIR (Pump/Dump),,CAIR is a smart method to find PUMP/DUMP using the latest advanced AI techniques (not investment advice). PUMP-DUMP results https://t.co/9FJGx30Qlr,5976,1,107,False,"PUMP : 1-Hour Chart (1x!) (NORMAL)
Coin    : #KSMUSDT
 
Entry   : 37.8
R1        : 38.2 (% 1.0)
R2       : 38.9 (% 2.8)
R3       : 40.5 (% 6.7)
S1        : 36.5 (% -3.4)
 
Time   : 01/03/2023 23:45 (UTC)
Chart  : https://t.co/NqkBK0h9Nu
 
#KSM #Bitcoin $KSM","['KSMUSDT', 'KSM', 'Bitcoin']",BinanceTW,False,2024-10-10
JumpLine,,"// NOT FINANCIAL ADVICE //

Created by @0xAphelion",1809,1,0,False,"BTCUSDT [15m]: Cross Above VWAP

$BTC #BTC #Bitcoin https://t.co/pP4iFoHm3Y","['BTC', 'Bitcoin']",JumpLineAlerts,False,2024-02-05
JumpLine,,"// NOT FINANCIAL ADVICE //

Created by @0xAphelion",1809,1,0,False,"BTCUSDT [5m]: Upper Bollinger Band Break

$BTC #BTC #Bitcoin https://t.co/I9L0SjxwYt","['BTC', 'Bitcoin']",JumpLineAlerts,False,2024-08-24
JumpLine,,"// NOT FINANCIAL ADVICE //

Created by @0xAphelion",1809,1,0,False,"BTCUSDT [5m]: Cross Above VWAP

$BTC #BTC #Bitcoin https://t.co/NNd4vbgIY9","['BTC', 'Bitcoin']",JumpLineAlerts,False,2024-05-26
âš¡ Mr. Crypto GiantsðŸ‹,"Dubai, United Arab Emirates","ðŸ’¥Follow if you want to be in crypto knowledge heaven!!!ðŸ”¥ðŸ¤‘ðŸ’¸ðŸ’µ

https://t.co/peAB3PEIhx",763,0,2,False,"ðŸš¨ #XRP Bullish Cross Is Looming, An Easy Path Toward The $2 Mark?
#Bitcoin https://t.co/6dhkBc0M2P","['XRP', 'Bitcoin']",CryptoGiants_,False,2024-01-26
Ethereum Yoda,,"UP or DOWN...
.
.
.
.
Price matters NOT.",576,1,0,False,"#Ethereum price update: 

#ETH $1662.74 USD
#Bitcoin 0.07038689 #BTC

Follow for recent ETH price updates
#altcoin, #cryptocurrency, #crypto","['Ethereum', 'ETH', 'Bitcoin', 'BTC', 'altcoin', 'cryptocurrency', 'crypto']",Twitter Web App,False,2024-11-27
Total Crypto Update,USA,"Welcome Cryptopians, Lets dive into todays updates.  
- https://t.co/pJP745MZqY
- https://t.co/WGzOumSnUr",866,1185,577,False,Brian Brooks joins #hedera #crypto #bitcoin #viral #short #escapethematr... https://t.co/F8jUnBV2sd via @YouTube,"['hedera', 'crypto', 'bitcoin', 'viral', 'short', 'escapethematr']",Twitter for iPhone,False,2024-07-01
Crypto Status | Live,,You can follow the instant status of cryptocurrencies.,91,3,0,False,"1ï¸âƒ£ #Bitcoin live: 23629.6000$ - Change: %0.88 ðŸŸ¢ 

1ï¸âƒ£ #Ethereum live: 1662.3700$ - Change: %1.24 ðŸŸ¢ 

Bonus as much as your investment (Coinbase) https://t.co/SbpSs4s0wh ðŸŸ¢
    
ðŸ•‘ 02:45

#btc #eth #coin #crypto #Etherium
id: 7c8f303a58","['Bitcoin', 'Ethereum', 'btc', 'eth', 'coin', 'crypto', 'Etherium']",Twitter for iPhone,False,2024-08-15
Whales Radar,Ä°stanbul,"https://t.co/oZVtGZzi5n

Crypto Whale Radar and Scanner

#Crypto #Bitcoin #Cryptocurrency #RastGele

Whales Radar is brand of @FxCanli",2779,1,2,False,"#XECUSDT #XEC 
Signal #2  

Last Signal: 2694 mins ago 
Before: 0.00003509 
After: 0.00003470 ðŸ”´(-1.11%) 
Volume Chng: 122,780 USDT (10.04%) 

Daily  
Price Chng: (2.06%)ðŸŸ¢ 
Volume: 1,335,932 USDT 

ðŸš€PRO âž¡ï¸ https://t.co/1EgdzYf2ot ðŸ³

#Crypto #Bitcoin #BTC #ETH","['XECUSDT', 'XEC', 'Crypto', 'Bitcoin', 'BTC', 'ETH']",MT4 to Twitter,False,2024-02-06
Kevin,"Illinois, USA","#bitcoin is HOPE âš¡ï¸| Gold, ðŸª™, Fix the money, Fix the world | Crypto minimalist | ðŸ¤¡ ðŸŒŽ",881,1252,14344,False,"Some of the biggest crypto Twitter accounts are some of the biggest liars/scammers. 

#bitcoin",['bitcoin'],Twitter for iPhone,False,2024-06-01
ã‚¨ãƒ¢å¤ªéƒŽ,,,103,42,37,False,Here's to looking forward to more... surprises! #CryptoDonalt #Altcoins $ETH 2023 is sure going to be a wild ride in the crypto game. Can't wait for (more) pandemonium and chaos. ðŸ¤£#Bitcoin$BTC,"['CryptoDonalt', 'Altcoins', 'Bitcoin']",Twitter Web App,False,2024-06-01
wadim_nemec,United States,"Web developer ðŸ’» , Crypto Engineer ðŸ“Š, Investor ðŸ¦Successful built my own school through crypto ðŸŽ“ðŸª™ ,Send a DM for knowledge about CryptoðŸª™ðŸ“‰",146,676,377,False,"If you have frozen funds in these plaforms message me now #sgtkcoin #Fastbitra #monvice #monnore $snms #sol .#icerket #mrbicoin #mateycoin #icexax 
#Fastbitra #snms #erv #snmscoin #snmcoin #ervcoin #bitcoin https://t.co/kp2Z71pCz4","['sgtkcoin', 'Fastbitra', 'monvice', 'monnore', 'sol', 'icerket', 'mrbicoin', 'mateycoin', 'icexax', 'Fastbitra', 'snms', 'erv', 'snmscoin', 'snmcoin', 'ervcoin', 'bitcoin']",Twitter for iPhone,False,2024-02-24
Cryptoon 10K,Morocco,"Hi everyone and welcome to our modest page.
we give simple advices about best #altcoins to invest in. #btc #eth #shib #sol #doge",52,540,4,False,Be careful about what you're asking for! #Bitcoin #altcoins #crypto https://t.co/lR9T9Zn1Yz,"['Bitcoin', 'altcoins', 'crypto']",Twitter for Android,False,2024-06-13
Slunj,NOT FINANCIAL ADVICE,"Investor, #bitcoin optimist, wannabe #psytrance DJ.",1220,1602,1373,False,"Asia woke up and commenced max bidding.

Pay attention.

#Bitcoin",['Bitcoin'],Twitter Web App,False,2024-12-21
King Mike $Haki $Luffy,,"Crypto Trader, Investor |GemðŸ’ŽHunterðŸ¹",66,199,337,False,@AltCryptoGems Just bought some #LuffyToken and #HakiToken and feeling good about my investment. Both projects have some seriously talented teams behind them and I can't wait to see what they do next. #crypto #bitcoin #ethereum @luffyinutoken @hakitoken https://t.co/pnQ1B1SIXw,"['LuffyToken', 'HakiToken', 'crypto', 'bitcoin', 'ethereum']",Twitter Web App,False,2024-08-19
BNB Price Tracker,,#BNB #BNBTracker #BinanceCoin #Binance,492,5,0,False,"#BinanceCoin price update: $BNB

#BNB $302.69 USD

#Bitcoin 0.01281 BTC

#Ethereum 0.18208 ETH

#altcoin #crypto #cryptocurrency

Follow for recent BNB price updates","['BinanceCoin', 'BNB', 'Bitcoin', 'Ethereum', 'altcoin', 'crypto', 'cryptocurrency']",Twitter Web App,False,2024-03-31
Ethereum Yoda,,"UP or DOWN...
.
.
.
.
Price matters NOT.",576,1,0,False,"#Ethereum price update: 

#ETH $1662.44 USD
#Bitcoin 0.07037092849801642 #BTC

Follow for recent ETH price updates
#altcoin, #cryptocurrency, #crypto","['Ethereum', 'ETH', 'Bitcoin', 'BTC', 'altcoin', 'cryptocurrency', 'crypto']",Twitter Web App,False,2024-12-26
Crypto Zone,Evreywhere,Itâ€™s all about Crypto | Advertise with us Marketing@Cryptozone.press,2606,25,38,False,Chiliz announces $50M incubator and accelerator program for early-stage blockchain projects  #Crypto_Zone #Bitcoin #ETH #NFT #NEWS https://t.co/V5igez62qg,"['Crypto_Zone', 'Bitcoin', 'ETH', 'NFT', 'NEWS']",IFTTT,False,2024-05-02
Crypto Zone,Evreywhere,Itâ€™s all about Crypto | Advertise with us Marketing@Cryptozone.press,2606,25,38,False,Bitcoin would make a new high for the year if the S&amp;P 500 index bounces from the lows.  #Crypto_Zone #Bitcoin #ETH #NFT #NEWS https://t.co/SHHE6etcxO,"['Crypto_Zone', 'Bitcoin', 'ETH', 'NFT', 'NEWS']",IFTTT,False,2024-11-05
Bangun Arya,,"airdrop Indonesia
#BTC #BSC #ETH",185,309,9297,False,"@AirdropStario Good project and hopefully the future projects will be even better

@Rofeq_cok
@Bintang090806
@ARIFSU12345
@ArLut13
@Bambang140200
@guntur180200
@friston131

#cryptocurrency #Airdrop #BSC #Bitcoin #USDT #Fegrow #FGO #Airdropstario","['cryptocurrency', 'Airdrop', 'BSC', 'Bitcoin', 'USDT', 'Fegrow', 'FGO', 'Airdropstario']",Twitter for Android,False,2024-06-11
Only$ONEBitcoin.eth,Metaverse,#Bitcoin #BTC,129,649,8599,False,@anyatrades Yup it is going to be big #bull month for #bitcoin and #SPY $QQQ $MARA $RIOT $MSTR $COIN,"['bull', 'bitcoin', 'SPY']",Twitter Web App,False,2024-09-25
phoebe hacker,United States,Professional Recovery Services| #Crypto | #Cloud_ID | #Snapchat | #Instagram | #Spying | #Gaming | #NFT | #Account_Recovery| DONT DM FOR FREE ðŸ’»ðŸ“¥,201,105,2060,False,"Inbox me
I'm available 24/7
 #SnapchatHack #FacebookSpy #TelegramDown #WechatSpy #WhatsApphack #Hackingtools #Discoud #Icloud  #Bitcoin #TrustwallentRecover #TwitterDown #ComputerSoftware #SysterHack #RecoverPassword #Riddit #Icloud #SpyonpartnerSocialmedia #TRC20 #Gmail etc...","['SnapchatHack', 'FacebookSpy', 'TelegramDown', 'WechatSpy', 'WhatsApphack', 'Hackingtools', 'Discoud', 'Icloud', 'Bitcoin', 'TrustwallentRecover', 'TwitterDown', 'ComputerSoftware', 'SysterHack', 'RecoverPassword', 'Riddit', 'Icloud', 'SpyonpartnerSocialmedia', 'TRC20', 'Gmail']",Twitter for Android,False,2024-01-22
Bill Taylor,"Bozeman, Montana","Managing Director & CIO at Entoro Investments;  Author ""The Taylor Report""",495,216,1853,False,REAL CLEAR CRYPTO: Crypto Basics â€“ What are Smart Contracts? https://t.co/zNDJYgrefa via @DigitWealthNews #decentralized @SarsonFunds #bitcoin #cryptocurrencies,"['decentralized', 'bitcoin', 'cryptocurrencies']",Twitter Web App,False,2024-12-04
Top Trading IdeasðŸ”¥,,"Here the robot automatically posts the best cryptocurrency trading ideas. 
Get a huge trading Bonus - https://t.co/PVyJChAdkD",616,1,1,False,Get Bonus =&gt; https://t.co/jTMNbvcm2l #BITCOIN Stock Chart Fibonacci Analysis 030123: Trading Idea 1) Find a FIBO slingshot 2) Check FIBO 61.80% level 3) Entry Point &gt; 23707/61.80% https://t.co/BZ7pS0oZwE,['BITCOIN'],dlvr.it,False,2024-11-26
Ethereum Yoda,,"UP or DOWN...
.
.
.
.
Price matters NOT.",576,1,0,False,"#Ethereum price update: 

#ETH $1662.75 USD
#Bitcoin 0.07038906 #BTC

Follow for recent ETH price updates
#altcoin, #cryptocurrency, #crypto","['Ethereum', 'ETH', 'Bitcoin', 'BTC', 'altcoin', 'cryptocurrency', 'crypto']",Twitter Web App,False,2024-05-26
Mr_Realistic,School of Hard Knocks,TA focused trader. I focus on long time frames and holding!  Brash & Truthful! NOT A FINANCIAL ADVISOR!!! DO NOT BUY OR SELL BECAUSE OF MY SUGGESTIONS!!!,4662,141,11464,False,"Bro 2: That seems like a lotâ€¦What makes up itâ€™s value?

Bro: â€¦â€¦

Bro 2: Not sure if you heard meâ€¦What makes up itâ€™s valueâ€¦

Bro: â€¦.

Bro 2: Well?â€¦

Bro: The people Broâ€¦The peopleâ€¦Itâ€™s deepâ€¦

Bro 2: So it doesnâ€™t have any real value?

Bro: Ummâ€¦The people

#Bitcoin",['Bitcoin'],Twitter for iPhone,False,2024-12-19
Mr_Realistic,School of Hard Knocks,TA focused trader. I focus on long time frames and holding!  Brash & Truthful! NOT A FINANCIAL ADVISOR!!! DO NOT BUY OR SELL BECAUSE OF MY SUGGESTIONS!!!,4662,141,11464,False,"Bro: I have this sweet coin that is the next big thing!
 
Bro 2: Ooooo I must have it. Can I see it?

Bro: I canâ€™t â€œshowâ€ you but trust meâ€¦Itâ€™s going to change the world!

Bro 2: Okay now I have to have it! What are you ask?!

Bro: $70kâ€¦Itâ€™s a steal!
 
#Bitcoin",['Bitcoin'],Twitter for iPhone,False,2024-04-19
Montana HODL (#Bitcoin ðŸš€),MARS,"im here live, i'm not a cat...#SatsArmy                             
#bitcoin
https://t.co/W3fEqlv58Y
@cashapp:  $MontanaHODL",1432,4983,151642,False,"@bertcarrier @BitcoinMagazine @jack You think #crypto is a scam?... lol, wait until you learn about the US Dollar... #Bitcoinâ€¯is decentralized freedom money...Not controlled by any government... Everything else IS a scam...So you're kinda right","['crypto', 'Bitcoin']",Twitter for Android,False,2024-07-19
ë¹Œë”©ë¶€ìž,,"#crypto #Bitcoin 
#dooridoori #doorinati
ðŸ‡°ðŸ‡·ðŸ˜Ž",164,247,5651,False,"@TheBTCTherapist Bitcoin, if the country buys it, it's over.
@DooridooriCoin ðŸ˜Ž

#crypto  #Bitcoin #dooridoori #doorinati ðŸ”¥ https://t.co/9uwiONSphY","['crypto', 'Bitcoin', 'dooridoori', 'doorinati']",Twitter for Android,False,2024-03-05
Only$ONEBitcoin.eth,Metaverse,#Bitcoin #BTC,129,649,8599,False,@ThinkingBitmex He/she will be liquidation within weeks' time. #bitcoin $ETH $MARA,['bitcoin'],Twitter Web App,False,2024-08-27
King Mike $Haki $Luffy,,"Crypto Trader, Investor |GemðŸ’ŽHunterðŸ¹",66,199,337,False,@FoxCryptoBSC Just picked up some #LuffyToken and #HakiToken and feeling confident about my investment. These two tokens are backed by some seriously talented teams and I can't wait to see what they do next! #crypto #bitcoin #ethereum @luffyinutoken @hakitoken https://t.co/nunSVc4XRx,"['LuffyToken', 'HakiToken', 'crypto', 'bitcoin', 'ethereum']",Twitter Web App,False,2024-07-27
MonkUniverse,,"#NFT PROMOTER â¤ï¸â€ðŸ”¥, Early gems ðŸ’Ž finder. #BAYC and #Zipcy owner ðŸ¦Bullish on #crypto.ðŸ“£ DM me for #NFTPROMO #nftwhitelist and #nftgiveaway",1187,39,439,False,Best Crypto Currency Exchange in India #Altcoin #bitcoin  https://t.co/Y2jOreQ0Oh,"['Altcoin', 'bitcoin']",TwinyBots,False,2024-04-10
MrMarshâš¡,,Can't Be More Accurate ðŸŽ¯ï¸±Official partner at MEXC Global ðŸ¤ï¸±Tweets are in no way financial advice ðŸ¹,310,95,646,False,"$MATIC ðŸ“‰

I think it will be sub $1 soon.

#MATIC #Polygon #BTC #Bitcoin #ETH #Ethereum #Crypto #cryptocurrency #cryptotrading #charts https://t.co/ND7esw2gST","['MATIC', 'Polygon', 'BTC', 'Bitcoin', 'ETH', 'Ethereum', 'Crypto', 'cryptocurrency', 'cryptotrading', 'charts']",Twitter for Android,False,2024-01-25
Sergio,coin hunt world,"professional coin hunt world player

-living with autism-",185,76,13134,False,"c03x found #bitcoin in a Blue vault at this location! Join me playing #coinhuntworld, It's awesome! https://t.co/a37s2OfkQa #cryptocurrency #3293595 https://t.co/X02Vmc9Rok","['bitcoin', 'coinhuntworld', 'cryptocurrency']",Twitter for Android,False,2024-10-25
NastyNukes,Momâ€™s basement,The last great crypto poet...comedian. Stupid facesâ€¦Something like that.,234,488,180,False,"Um, so what do I do with these two dozen wallet seed phrases now that Iâ€™m only three years into crypto? 

Seriously. 

#Bitcoin #Crypto","['Bitcoin', 'Crypto']",Twitter for iPhone,False,2024-11-11
BNB Price Tracker,,#BNB #BNBTracker #BinanceCoin #Binance,492,5,0,False,"#BinanceCoin price update: $BNB

#BNB $302.52 USD

#Bitcoin 0.01281 BTC

#Ethereum 0.18216 ETH

#altcoin #crypto #cryptocurrency

Follow for recent BNB price updates","['BinanceCoin', 'BNB', 'Bitcoin', 'Ethereum', 'altcoin', 'crypto', 'cryptocurrency']",Twitter Web App,False,2024-03-07
